Name,Created at,Cancelled at,Lineitem name,Lineitem quantity,Lineitem price,Lineitem discount,Financial Status,Fulfillment Status,Subtotal,Total Discount,Shipping,Taxes,Total,Currency,Customer Email,Billing Name,Shipping Province,Shipping Country
#3904,2024-10-07 12:56:00,,Hydra Cream B,1,49.0,0.0,paid,fulfilled,124.0,0.0,0.0,7.63,131.63,USD,uoryvss301@gmail.com,Customer 301,NY,United States
#3824,2025-05-18 23:32:00,,Shorts 01,1,35.0,4.73,paid,fulfilled,125.0,17.9,0.0,7.01,114.11,USD,eantdhnr200@brand.com,Customer 200,FL,United States
#3883,2025-01-19 03:42:00,,Cap 01,1,19.0,1.02,paid,fulfilled,19.0,1.02,0.0,1.63,19.61,USD,mdxspi301@yahoo.com,Customer 301,CA,United States
#3796,2025-08-20 00:11:00,,Revive Mask M,1,29.0,0.0,paid,fulfilled,29.0,0.0,6.99,3.17,39.16,USD,hqhxzwqyaw301@yahoo.com,Customer 301,QC,Canada
#3826,2024-09-25 23:21:00,,Starter Kit C,2,79.0,0.21,paid,fulfilled,355.0,0.42,0.0,26.24,380.82,USD,vdtgultal301@gmail.com,Customer 301,QC,Canada
#3625,2024-09-06 21:36:00,,Shorts 01,1,35.0,2.84,paid,fulfilled,35.0,2.84,6.99,3.64,42.79,USD,qukbjzn229@gmail.com,Customer 229,TX,United States
#3708,2025-01-14 07:08:00,,Shorts 01,1,35.0,0.0,paid,fulfilled,35.0,0.0,6.99,3.53,45.52,USD,gafblsobx200@brand.com,Customer 200,VIC,Australia
#3939,2025-08-16 05:30:00,,Premium Tee 02,1,28.0,0.0,paid,fulfilled,217.0,0.0,9.99,20.36,247.35,USD,xpjcjflk301@hotmail.com,Customer 301,CA,United States
#3867,2025-04-16 08:58:00,,Premium Tee 02,1,28.0,1.68,paid,fulfilled,28.0,1.68,6.99,2.47,35.78,USD,pzcsnw301@hotmail.com,Customer 301,CA,United States
#4117,2025-08-20 07:58:00,,Socks 3-Pack,1,14.0,0.0,paid,fulfilled,97.0,0.0,0.0,8.88,105.88,USD,gcnccfovrb200@brand.com,Customer 200,NY,United States
#4215,2024-08-27 16:39:00,,Revive Mask M,1,29.0,0.94,paid,fulfilled,121.0,3.47,0.0,9.0,126.53,USD,zwmloze349@yahoo.com,Customer 349,TX,United States
#4208,2024-10-06 20:20:00,2024-10-21 20:20:00,Premium Tee 02,1,28.0,0.0,refunded,fulfilled,47.0,0.0,4.99,4.56,0.0,USD,tfczppjwr289@brand.com,Customer 289,ON,Canada
#4171,2024-09-01 07:56:00,,Foam Cleanser F,2,21.0,0.0,paid,fulfilled,273.0,0.0,4.99,17.66,295.65,USD,pncokap200@yahoo.com,Customer 200,TX,United States
#4186,2025-02-20 00:33:00,,Shorts 01,1,35.0,11.38,paid,fulfilled,35.0,11.38,0.0,1.72,25.34,USD,yjutfifj200@yahoo.com,Customer 200,NY,United States
#4035,2024-11-20 12:38:00,,Glow Oil L,2,35.0,0.0,paid,fulfilled,70.0,0.0,0.0,4.85,74.85,USD,nhzrldt301@gmail.com,Customer 301,ON,Canada
#4179,2025-05-09 17:21:00,,Cap 01,1,19.0,0.0,paid,fulfilled,142.0,0.0,4.99,13.36,160.35,USD,cfofmopwc301@brand.com,Customer 301,QC,Canada
#3854,2025-01-10 14:31:00,,Light Jacket 01,3,79.0,6.06,paid,fulfilled,304.0,7.45,4.99,55.31,356.85,USD,ghfdmutfpk301@gmail.com,Customer 301,NSW,Australia
#3931,2025-08-12 22:10:00,,Starter Kit C,1,79.0,12.34,paid,fulfilled,124.0,21.41,0.0,7.58,110.17,USD,pzhrkkd200@hotmail.com,Customer 200,IL,United States
#3967,2025-06-16 08:58:00,,Light Jacket 01,1,79.0,0.0,paid,fulfilled,101.0,0.0,0.0,6.27,107.27,USD,yqqebxhgr301@hotmail.com,Customer 301,ON,Canada
#4172,2024-10-03 03:14:00,,Light Jacket 01,3,79.0,0.0,paid,fulfilled,297.0,0.0,6.99,19.05,323.04,USD,qnamshkvtj301@brand.com,Customer 301,ON,Canada
#3872,2025-06-07 17:05:00,,Hoodie 01,1,55.0,0.0,paid,fulfilled,55.0,0.0,9.99,5.46,70.45,USD,pqhhugplr301@yahoo.com,Customer 301,QC,Canada
#3919,2024-11-27 19:50:00,,Repair Eye Gel G,3,45.0,0.0,paid,fulfilled,135.0,0.0,0.0,10.11,145.11,USD,qhulof301@brand.com,Customer 301,QC,Canada
#3748,2025-05-16 12:58:00,,Glow Oil L,1,35.0,0.78,paid,fulfilled,35.0,0.78,4.99,3.1,42.31,USD,pgvabx229@brand.com,Customer 229,ON,Canada
#3950,2025-08-06 17:05:00,,Glow Oil L,2,35.0,13.04,paid,fulfilled,70.0,13.04,0.0,5.12,62.08,USD,lktgvin289@gmail.com,Customer 289,WA,United States
#4059,2025-07-02 09:42:00,,Premium Tee 02,1,28.0,0.0,paid,fulfilled,28.0,0.0,6.99,2.97,37.96,USD,gecfax200@yahoo.com,Customer 200,WA,United States
#3741,2024-10-19 22:29:00,,Socks 3-Pack,1,14.0,0.0,paid,unfulfilled,39.0,0.0,4.99,2.72,46.71,USD,nqnkscnqh301@hotmail.com,Customer 301,WA,United States
#3663,2024-12-26 14:49:00,,Hoodie 01,2,55.0,16.15,paid,unfulfilled,308.0,54.49,4.99,21.05,279.55,USD,lrtyktekc301@brand.com,Customer 301,FL,United States
#3703,2025-01-23 22:56:00,,Premium Tee 02,2,28.0,0.0,paid,fulfilled,75.0,0.0,0.0,8.86,83.86,USD,zomywmfce301@brand.com,Customer 301,NSW,Australia
#3793,2025-07-31 04:10:00,,Cap 01,1,19.0,0.0,paid,fulfilled,19.0,0.0,0.0,1.27,20.27,USD,cczunqfqfr167@gmail.com,Customer 167,IL,United States
#4050,2025-02-24 03:55:00,,Shorts 01,1,35.0,0.0,paid,partial,79.0,0.0,0.0,13.01,92.01,USD,ocxkaf200@yahoo.com,Customer 200,VIC,Australia
#3909,2025-02-27 07:52:00,,Light Jacket 01,1,79.0,0.0,paid,fulfilled,100.0,0.0,4.99,7.3,112.29,USD,czdcdtsob200@hotmail.com,Customer 200,WA,United States
#3813,2024-11-19 17:15:00,,Cap 01,1,19.0,0.0,paid,fulfilled,19.0,0.0,4.99,1.84,25.83,USD,xjzhpfyogk301@gmail.com,Customer 301,TX,United States
#4016,2025-03-26 10:14:00,,Premium Tee 02,3,28.0,5.07,paid,fulfilled,133.0,7.52,0.0,24.48,149.96,USD,ivhfrdhtw289@gmail.com,Customer 289,NSW,Australia
#3810,2025-05-05 12:31:00,,Starter Kit C,1,79.0,0.0,refunded,fulfilled,169.0,0.0,0.0,33.18,0.0,USD,mjoghistwr167@yahoo.com,Customer 167,NSW,Australia
#3694,2025-05-30 23:09:00,,Leggings 01,1,49.0,7.15,paid,partial,49.0,7.15,0.0,7.29,49.14,USD,mnmiayn200@yahoo.com,Customer 200,NSW,Australia
#3943,2024-10-08 01:29:00,,Radiance Serum A,2,39.0,2.85,paid,unfulfilled,78.0,2.85,0.0,5.29,80.44,USD,fovbaqs301@brand.com,Customer 301,BC,Canada
#3800,2024-12-13 05:25:00,,Clarifying Toner X,3,25.0,0.0,paid,fulfilled,124.0,0.0,6.99,9.44,140.43,USD,lumcqchvx230@yahoo.com,Customer 230,WA,United States
#3984,2025-06-26 05:25:00,,Shorts 01,1,35.0,0.0,paid,fulfilled,35.0,0.0,6.99,2.87,44.86,USD,bntqnmmijs200@brand.com,Customer 200,TX,United States
#3868,2024-08-26 05:41:00,,Classic Tee 01,2,22.0,6.53,paid,fulfilled,72.0,12.02,0.0,5.0,64.98,USD,roppxn289@gmail.com,Customer 289,TX,United States
#3619,2025-02-22 05:39:00,,Starter Kit C,1,79.0,9.63,paid,fulfilled,79.0,9.63,0.0,12.61,81.98,USD,rxckaf301@gmail.com,Customer 301,ENG,United Kingdom
#3803,2024-12-21 22:45:00,,Starter Kit C,1,79.0,12.71,paid,fulfilled,221.0,31.07,4.99,16.19,211.11,USD,pojjpxcg301@yahoo.com,Customer 301,BC,Canada
#4194,2025-04-01 16:49:00,,Repair Eye Gel G,3,45.0,0.0,paid,fulfilled,135.0,0.0,0.0,11.62,146.62,USD,pdznpnefy301@hotmail.com,Customer 301,BC,Canada
#3942,2024-08-27 02:55:00,,Radiance Serum A,3,39.0,0.0,paid,fulfilled,217.0,0.0,0.0,17.88,234.88,USD,shvqrzrucd230@yahoo.com,Customer 230,TX,United States
#3814,2025-02-12 23:31:00,,Starter Kit C,1,79.0,0.0,partially_refunded,fulfilled,158.0,0.0,6.99,11.76,130.02,USD,wvoszout301@brand.com,Customer 301,QC,Canada
#3932,2025-07-28 17:05:00,,Foam Cleanser F,1,21.0,0.0,refunded,fulfilled,21.0,0.0,0.0,3.02,0.0,USD,gcbigxzyzp200@gmail.com,Customer 200,ENG,United Kingdom
#3890,2025-07-11 04:23:00,,Glow Oil L,1,35.0,0.0,paid,fulfilled,35.0,0.0,0.0,4.67,39.67,USD,tspofrqiy200@hotmail.com,Customer 200,ENG,United Kingdom
#3829,2025-05-26 17:57:00,,Classic Tee 01,3,22.0,0.0,paid,fulfilled,66.0,0.0,0.0,10.34,76.34,USD,gzutulfrj301@yahoo.com,Customer 301,ENG,United Kingdom
#3721,2024-11-16 17:46:00,,Hoodie 01,1,55.0,4.97,paid,fulfilled,257.0,25.38,0.0,38.3,269.92,USD,xfxrohyrho301@gmail.com,Customer 301,ENG,United Kingdom
#3691,2025-02-10 21:15:00,,Light Jacket 01,3,79.0,0.0,paid,fulfilled,237.0,0.0,6.99,18.63,262.62,USD,uaojuop289@gmail.com,Customer 289,TX,United States
#4012,2025-03-02 14:02:00,,Premium Tee 02,1,28.0,0.0,paid,fulfilled,28.0,0.0,0.0,2.03,30.03,USD,ujyymrsckp301@yahoo.com,Customer 301,FL,United States
#3857,2025-06-21 16:05:00,2025-06-26 16:05:00,Repair Eye Gel G,3,45.0,6.16,refunded,fulfilled,168.0,7.68,9.99,11.51,0.0,USD,bdvijnep301@yahoo.com,Customer 301,QC,Canada
#4160,2025-04-08 00:37:00,,Leggings 01,1,49.0,3.11,paid,fulfilled,49.0,3.11,0.0,2.89,48.78,USD,nusvzcelt301@gmail.com,Customer 301,IL,United States
#3671,2025-05-11 12:55:00,,Socks 3-Pack,1,14.0,0.0,paid,fulfilled,14.0,0.0,9.99,1.7,25.69,USD,pqayvgesii301@gmail.com,Customer 301,ON,Canada
#4180,2025-02-27 23:59:00,,Hoodie 01,3,55.0,13.44,paid,fulfilled,235.0,18.01,6.99,18.62,242.6,USD,friekeerin200@brand.com,Customer 200,BC,Canada
#3724,2025-03-13 10:10:00,,Starter Kit C,1,79.0,7.86,paid,fulfilled,238.0,21.23,0.0,19.96,236.73,USD,iyfizzhs301@brand.com,Customer 301,NY,United States
#3772,2024-12-11 16:27:00,,Hoodie 01,1,55.0,0.0,paid,fulfilled,189.0,0.0,4.99,17.22,211.21,USD,qskxnqhu301@brand.com,Customer 301,VIC,Australia
#4155,2025-06-24 19:20:00,,Foam Cleanser F,1,21.0,0.0,paid,fulfilled,56.0,0.0,0.0,6.14,62.14,USD,lhppeehps301@yahoo.com,Customer 301,ENG,United Kingdom
#3656,2025-02-22 04:24:00,,Leggings 01,1,49.0,0.0,paid,unfulfilled,49.0,0.0,6.99,7.34,63.33,USD,abqxztlcqw301@brand.com,Customer 301,VIC,Australia
#3786,2025-06-29 07:50:00,,Shorts 01,2,35.0,15.22,paid,unfulfilled,179.0,37.88,6.99,12.88,160.99,USD,hswsyqfqhi301@yahoo.com,Customer 301,BC,Canada
#3693,2024-11-12 06:39:00,,Hoodie 01,1,55.0,0.0,paid,fulfilled,304.0,0.0,0.0,19.72,323.72,USD,pistwzdj301@gmail.com,Customer 301,QC,Canada
#3791,2025-06-13 07:42:00,,Revive Mask M,2,29.0,5.22,paid,fulfilled,58.0,5.22,6.99,3.8,63.57,USD,motqcigqxg301@gmail.com,Customer 301,IL,United States
#3878,2025-01-02 02:20:00,2025-01-13 02:20:00,Radiance Serum A,1,39.0,3.39,refunded,fulfilled,140.0,9.63,0.0,8.99,0.0,USD,kfrnyw301@yahoo.com,Customer 301,IL,United States
#3809,2025-05-13 23:03:00,,Shorts 01,2,35.0,0.0,paid,partial,121.0,0.0,6.99,16.1,144.09,USD,rijeqgw301@brand.com,Customer 301,ENG,United Kingdom
#3700,2025-06-07 10:17:00,,Starter Kit C,2,79.0,14.07,refunded,unfulfilled,158.0,14.07,0.0,8.91,0.0,USD,jlgmfo230@hotmail.com,Customer 230,NY,United States
#3858,2025-07-19 22:39:00,,Glow Oil L,1,35.0,2.01,paid,fulfilled,60.0,3.07,0.0,4.66,61.59,USD,dwvyrdsl301@gmail.com,Customer 301,IL,United States
#3966,2024-09-12 12:56:00,,Hoodie 01,1,55.0,0.0,paid,fulfilled,55.0,0.0,0.0,10.29,65.29,USD,qdolwnudoe301@yahoo.com,Customer 301,NSW,Australia
#3696,2025-04-04 22:29:00,,Revive Mask M,1,29.0,0.0,paid,fulfilled,29.0,0.0,4.99,2.28,36.27,USD,klovqp301@yahoo.com,Customer 301,QC,Canada
#3855,2025-06-02 10:11:00,,Shorts 01,3,35.0,6.39,paid,fulfilled,105.0,6.39,0.0,7.99,106.6,USD,rgbhotc301@hotmail.com,Customer 301,QC,Canada
#3714,2025-01-28 01:11:00,,Shorts 01,2,35.0,24.78,paid,partial,70.0,24.78,4.99,3.16,53.37,USD,ffxhxfettt301@yahoo.com,Customer 301,FL,United States
#3635,2025-08-07 14:34:00,,Shorts 01,2,35.0,4.93,paid,partial,158.0,12.13,0.0,9.24,155.11,USD,qkznycze326@hotmail.com,Customer 326,CA,United States
#3953,2025-05-27 08:21:00,,Foam Cleanser F,1,21.0,0.0,paid,unfulfilled,21.0,0.0,0.0,1.69,22.69,USD,rqxbqs301@hotmail.com,Customer 301,NY,United States
#3731,2024-12-22 23:44:00,,Hoodie 01,1,55.0,3.16,paid,fulfilled,55.0,3.16,4.99,4.93,61.76,USD,omdilbj301@gmail.com,Customer 301,BC,Canada
#3839,2024-09-24 08:40:00,,Clarifying Toner X,1,25.0,8.17,paid,partial,25.0,8.17,0.0,1.36,18.19,USD,togklstmfk200@yahoo.com,Customer 200,NY,United States
#4000,2025-05-06 09:48:00,,Repair Eye Gel G,2,45.0,0.0,paid,fulfilled,193.0,0.0,0.0,28.07,221.07,USD,goxrgrsp301@brand.com,Customer 301,NSW,Australia
#3719,2025-01-16 09:09:00,,Hoodie 01,1,55.0,0.0,paid,fulfilled,55.0,0.0,9.99,8.12,73.11,USD,rankasnhn230@brand.com,Customer 230,NSW,Australia
#3910,2025-01-09 17:27:00,,Light Jacket 01,1,79.0,0.0,paid,partial,79.0,0.0,0.0,5.58,84.58,USD,zmclrc301@yahoo.com,Customer 301,BC,Canada
#3698,2025-02-25 17:51:00,,Shorts 01,1,35.0,0.0,paid,fulfilled,114.0,0.0,6.99,9.96,130.95,USD,aidrkux301@gmail.com,Customer 301,IL,United States
#3721,2024-11-16 17:46:00,,Socks 3-Pack,1,14.0,1.86,paid,fulfilled,257.0,25.38,0.0,38.3,269.92,USD,yiyptsk301@gmail.com,Customer 301,ENG,United Kingdom
#3624,2025-07-24 06:09:00,,Foam Cleanser F,1,21.0,0.0,paid,fulfilled,21.0,0.0,9.99,2.68,33.67,USD,ddtotlpjz200@yahoo.com,Customer 200,BC,Canada
#4003,2025-08-01 14:13:00,,Premium Tee 02,1,28.0,0.0,paid,partial,53.0,0.0,6.99,3.68,63.67,USD,jhhomisf301@yahoo.com,Customer 301,IL,United States
#3891,2024-11-12 06:25:00,,Foam Cleanser F,1,21.0,0.0,paid,partial,66.0,0.0,0.0,5.57,71.57,USD,eobsfzgc200@brand.com,Customer 200,TX,United States
#3659,2025-05-02 17:51:00,,Radiance Serum A,1,39.0,10.42,paid,unfulfilled,39.0,10.42,6.99,3.25,38.82,USD,hortbpmxh301@yahoo.com,Customer 301,IL,United States
#4081,2025-03-29 02:17:00,,Premium Tee 02,2,28.0,10.68,paid,fulfilled,56.0,10.68,0.0,4.28,49.6,USD,zxhvkxxbqb200@gmail.com,Customer 200,FL,United States
#4026,2025-01-13 11:40:00,,Foam Cleanser F,1,21.0,2.62,paid,fulfilled,21.0,2.62,0.0,1.11,19.49,USD,rydfqhqq301@hotmail.com,Customer 301,NY,United States
#3754,2025-06-04 02:22:00,,Clarifying Toner X,2,25.0,13.8,paid,fulfilled,50.0,13.8,0.0,3.21,39.41,USD,uyqezsyuf200@yahoo.com,Customer 200,WA,United States
#3701,2024-10-09 01:02:00,,Leggings 01,1,49.0,0.0,paid,fulfilled,107.0,0.0,0.0,13.33,120.33,USD,fgcimrdzze200@brand.com,Customer 200,NSW,Australia
#4093,2025-03-27 08:47:00,,Light Jacket 01,2,79.0,54.72,refunded,partial,214.0,73.68,0.0,12.31,0.0,USD,caydrnho301@yahoo.com,Customer 301,ON,Canada
#3752,2025-03-16 18:12:00,,Glow Oil L,1,35.0,2.33,paid,fulfilled,35.0,2.33,6.99,2.72,42.38,USD,epusxas301@yahoo.com,Customer 301,ON,Canada
#3745,2024-12-17 13:12:00,,Shorts 01,3,35.0,0.0,paid,fulfilled,212.0,0.0,0.0,35.2,247.2,USD,zutoudyao229@gmail.com,Customer 229,NSW,Australia
#3888,2024-09-05 09:02:00,,Socks 3-Pack,3,14.0,0.0,paid,fulfilled,42.0,0.0,4.99,6.13,53.12,USD,ctskfjg301@gmail.com,Customer 301,ENG,United Kingdom
#3940,2025-08-01 15:58:00,,Hoodie 01,1,55.0,2.97,paid,unfulfilled,77.0,4.29,0.0,4.83,77.54,USD,cuhzrhglo301@gmail.com,Customer 301,QC,Canada
#3693,2024-11-12 06:39:00,,Classic Tee 01,2,22.0,0.0,paid,fulfilled,304.0,0.0,0.0,19.72,323.72,USD,gdldbywk301@yahoo.com,Customer 301,QC,Canada
#4215,2024-08-27 16:39:00,,Socks 3-Pack,2,14.0,0.66,paid,fulfilled,121.0,3.47,0.0,9.0,126.53,USD,pqxztszugj349@yahoo.com,Customer 349,TX,United States
#3851,2025-02-01 02:03:00,,Classic Tee 01,1,22.0,2.27,paid,fulfilled,22.0,2.27,0.0,1.57,21.3,USD,gpmkcpgoq200@yahoo.com,Customer 200,BC,Canada
#3726,2024-09-01 15:58:00,,Premium Tee 02,1,28.0,0.0,partially_refunded,fulfilled,47.0,0.0,0.0,4.24,28.56,USD,rjqbzrk301@hotmail.com,Customer 301,QC,Canada
#3644,2025-08-19 10:05:00,,Light Jacket 01,1,79.0,15.07,refunded,fulfilled,286.0,49.17,4.99,22.71,0.0,USD,mcymgjp301@gmail.com,Customer 301,ON,Canada
#3985,2025-03-25 14:17:00,,Premium Tee 02,1,28.0,0.0,paid,fulfilled,68.0,0.0,0.0,11.27,79.27,USD,mkuijegqj301@gmail.com,Customer 301,NSW,Australia
#3680,2025-04-08 07:31:00,,Starter Kit C,1,79.0,5.1,paid,fulfilled,159.0,11.54,6.99,12.23,166.68,USD,roluunke229@yahoo.com,Customer 229,FL,United States
#3972,2025-04-04 16:43:00,,Foam Cleanser F,1,21.0,0.0,partially_refunded,unfulfilled,21.0,0.0,6.99,4.01,21.83,USD,neftrpeptd162@yahoo.com,Customer 162,VIC,Australia
#3650,2025-01-18 17:32:00,,Clarifying Toner X,1,25.0,5.93,paid,fulfilled,75.0,17.2,0.0,3.85,61.65,USD,ryuqry301@brand.com,Customer 301,TX,United States
#3875,2025-08-15 23:05:00,,Starter Kit C,1,79.0,0.0,paid,partial,104.0,0.0,4.99,11.39,120.38,USD,ebujibyg50@brand.com,Customer 50,ENG,United Kingdom
#3868,2024-08-26 05:41:00,,Premium Tee 02,1,28.0,5.49,paid,fulfilled,72.0,12.02,0.0,5.0,64.98,USD,lxoijzhes289@hotmail.com,Customer 289,TX,United States
#3954,2024-12-23 02:56:00,,Leggings 01,1,49.0,0.0,paid,fulfilled,49.0,0.0,6.99,8.34,64.33,USD,xahnxslf289@brand.com,Customer 289,VIC,Australia
#4134,2025-07-14 14:49:00,,Light Jacket 01,1,79.0,0.0,paid,fulfilled,142.0,0.0,4.99,11.05,158.04,USD,yajuij301@gmail.com,Customer 301,TX,United States
#3633,2025-03-24 20:15:00,,Classic Tee 01,1,22.0,0.0,paid,fulfilled,22.0,0.0,0.0,1.85,23.85,USD,ovpddix301@gmail.com,Customer 301,ON,Canada
#3935,2025-02-28 00:22:00,,Cap 01,1,19.0,1.81,paid,fulfilled,19.0,1.81,0.0,1.25,18.44,USD,tdwrubdfa289@hotmail.com,Customer 289,ON,Canada
#3931,2025-08-12 22:10:00,,Repair Eye Gel G,1,45.0,9.07,paid,fulfilled,124.0,21.41,0.0,7.58,110.17,USD,glgpqcmw200@brand.com,Customer 200,IL,United States
#4109,2025-02-07 20:37:00,,Repair Eye Gel G,2,45.0,28.59,paid,unfulfilled,226.0,70.24,6.99,16.09,178.84,USD,yaufpj289@gmail.com,Customer 289,VIC,Australia
#4037,2024-09-27 01:47:00,,Clarifying Toner X,1,25.0,2.13,paid,unfulfilled,60.0,5.98,0.0,4.06,58.08,USD,bvlpamh301@gmail.com,Customer 301,CA,United States
#4173,2025-02-25 03:16:00,,Starter Kit C,3,79.0,0.0,paid,fulfilled,237.0,0.0,0.0,19.12,256.12,USD,soptdhfjj200@hotmail.com,Customer 200,WA,United States
#3817,2024-12-12 20:54:00,,Premium Tee 02,1,28.0,3.71,paid,partial,28.0,3.71,4.99,2.46,31.74,USD,wmzxhfobum301@gmail.com,Customer 301,WA,United States
#3648,2025-03-27 15:33:00,,Classic Tee 01,1,22.0,0.0,paid,fulfilled,101.0,0.0,0.0,19.5,120.5,USD,osdwmw200@hotmail.com,Customer 200,NSW,Australia
#3909,2025-02-27 07:52:00,,Foam Cleanser F,1,21.0,0.0,paid,fulfilled,100.0,0.0,4.99,7.3,112.29,USD,dhpizlohw200@yahoo.com,Customer 200,WA,United States
#4110,2025-01-29 01:52:00,,Foam Cleanser F,3,21.0,0.0,paid,fulfilled,63.0,0.0,0.0,5.01,68.01,USD,lldlxzj200@yahoo.com,Customer 200,CA,United States
#4171,2024-09-01 07:56:00,,Light Jacket 01,1,79.0,0.0,paid,fulfilled,273.0,0.0,4.99,17.66,295.65,USD,sgmsfdba200@brand.com,Customer 200,TX,United States
#3997,2025-05-21 04:44:00,,Radiance Serum A,1,39.0,4.92,paid,fulfilled,146.0,21.37,6.99,11.82,143.44,USD,bfhpzc301@yahoo.com,Customer 301,FL,United States
#3766,2025-05-15 10:32:00,,Starter Kit C,1,79.0,6.96,paid,fulfilled,188.0,15.74,0.0,21.86,194.12,USD,nvvwecdg301@yahoo.com,Customer 301,VIC,Australia
#3937,2024-09-24 06:33:00,,Leggings 01,1,49.0,0.0,paid,fulfilled,49.0,0.0,6.99,3.79,59.78,USD,xppznokbtr301@hotmail.com,Customer 301,NY,United States
#4049,2025-01-19 22:16:00,2025-02-14 22:16:00,Light Jacket 01,1,79.0,0.0,refunded,fulfilled,104.0,0.0,0.0,7.19,0.0,USD,eekpbbgx301@brand.com,Customer 301,BC,Canada
#4030,2025-04-30 13:58:00,,Starter Kit C,1,79.0,0.0,paid,fulfilled,244.0,0.0,6.99,23.72,274.71,USD,dogxqju200@brand.com,Customer 200,NY,United States
#3976,2024-09-03 19:54:00,,Glow Oil L,1,35.0,5.39,paid,unfulfilled,49.0,7.81,0.0,2.75,43.94,USD,bubplcb301@gmail.com,Customer 301,ON,Canada
#3924,2024-12-27 22:04:00,,Radiance Serum A,2,39.0,0.0,paid,unfulfilled,113.0,0.0,6.99,9.46,129.45,USD,ctynvyy301@hotmail.com,Customer 301,BC,Canada
#4218,2025-03-19 04:46:00,,Revive Mask M,1,29.0,0.0,paid,fulfilled,212.0,0.0,6.99,43.12,262.11,USD,jmweielgc301@hotmail.com,Customer 301,ENG,United Kingdom
#3630,2025-08-17 11:09:00,,Leggings 01,3,49.0,0.0,paid,fulfilled,226.0,0.0,6.99,17.86,250.85,USD,yceprg301@gmail.com,Customer 301,BC,Canada
#4051,2025-03-06 08:56:00,,Glow Oil L,1,35.0,0.0,paid,fulfilled,114.0,0.0,9.99,10.15,134.14,USD,rsxmzfyhb301@hotmail.com,Customer 301,NY,United States
#3965,2025-05-22 01:06:00,,Light Jacket 01,1,79.0,8.72,paid,fulfilled,180.0,19.22,0.0,14.18,174.96,USD,eyrbye301@gmail.com,Customer 301,TX,United States
#4106,2025-07-23 11:01:00,,Premium Tee 02,1,28.0,0.0,paid,fulfilled,181.0,0.0,0.0,21.76,202.76,USD,tlnucay301@gmail.com,Customer 301,VIC,Australia
#4021,2025-04-13 03:54:00,,Hoodie 01,2,55.0,0.0,paid,fulfilled,110.0,0.0,4.99,7.62,122.61,USD,qkagmry200@brand.com,Customer 200,QC,Canada
#3833,2025-03-08 22:15:00,,Repair Eye Gel G,1,45.0,0.0,paid,fulfilled,149.0,0.0,4.99,27.89,181.88,USD,vcfncg200@brand.com,Customer 200,NSW,Australia
#3665,2024-12-11 07:42:00,,Starter Kit C,1,79.0,11.16,paid,unfulfilled,79.0,11.16,0.0,5.8,73.64,USD,djupag301@yahoo.com,Customer 301,QC,Canada
#3653,2025-02-04 21:03:00,,Shorts 01,1,35.0,0.0,paid,unfulfilled,124.0,0.0,0.0,14.0,138.0,USD,wvawmbnqm326@brand.com,Customer 326,VIC,Australia
#3865,2025-05-24 22:17:00,,Premium Tee 02,2,28.0,0.0,paid,fulfilled,259.0,0.0,9.99,19.27,288.26,USD,dovjkhwda301@gmail.com,Customer 301,BC,Canada
#3771,2024-11-30 04:15:00,,Classic Tee 01,2,22.0,0.0,paid,fulfilled,330.0,0.0,0.0,22.19,352.19,USD,tpejqaw200@hotmail.com,Customer 200,WA,United States
#3780,2024-09-20 06:13:00,,Repair Eye Gel G,1,45.0,0.0,paid,fulfilled,94.0,0.0,4.99,7.02,106.01,USD,oacpqh301@yahoo.com,Customer 301,FL,United States
#3828,2025-02-15 11:35:00,,Hydra Cream B,1,49.0,10.72,paid,partial,78.0,16.83,4.99,11.68,77.84,USD,ugmriztb301@hotmail.com,Customer 301,VIC,Australia
#3825,2025-05-12 07:11:00,,Socks 3-Pack,1,14.0,0.0,paid,fulfilled,69.0,0.0,0.0,7.85,76.85,USD,vkwehqqhqe301@gmail.com,Customer 301,ENG,United Kingdom
#3901,2025-02-14 10:37:00,,Hoodie 01,1,55.0,0.0,paid,fulfilled,93.0,0.0,0.0,7.91,100.91,USD,novebiwd301@yahoo.com,Customer 301,BC,Canada
#3774,2025-06-17 21:35:00,,Glow Oil L,3,35.0,0.0,paid,partial,105.0,0.0,4.99,7.81,117.8,USD,tctbwrejl301@hotmail.com,Customer 301,IL,United States
#3627,2025-02-09 16:55:00,,Premium Tee 02,2,28.0,0.0,paid,fulfilled,232.0,0.0,0.0,19.43,251.43,USD,krjxlgba200@yahoo.com,Customer 200,TX,United States
#3724,2025-03-13 10:10:00,,Starter Kit C,1,79.0,6.68,paid,fulfilled,238.0,21.23,0.0,19.96,236.73,USD,uihujyfzet301@gmail.com,Customer 301,NY,United States
#3833,2025-03-08 22:15:00,,Premium Tee 02,1,28.0,0.0,paid,fulfilled,149.0,0.0,4.99,27.89,181.88,USD,froyoot200@hotmail.com,Customer 200,NSW,Australia
#3900,2024-10-22 18:02:00,,Light Jacket 01,4,79.0,73.01,paid,unfulfilled,523.0,118.76,6.99,34.17,445.4,USD,aqhemo229@yahoo.com,Customer 229,QC,Canada
#4055,2024-12-15 09:43:00,,Light Jacket 01,1,79.0,5.33,paid,fulfilled,79.0,5.33,9.99,7.1,90.76,USD,fftdsdt301@brand.com,Customer 301,QC,Canada
