order_id,created_at,Cancelled at,lineitem_name,lineitem_quantity,lineitem_price,lineitem_discount,Financial Status,Fulfillment Status,Subtotal,total_discount,Shipping,Taxes,total,Currency,customer_email,Billing Name,Shipping Province,Shipping Country,AOV_sub,AOV_Tot,last28,,
#2852,9/22/24 1:33,,Clarifying Toner X,1,25,0,paid,fulfilled,25,0,0,2.01,27.01,USD,wrohufr173@brand.com,Customer 2173,FL,United States,25,27.01,FALSE,,
#10138,4/14/25 18:37,,Radiance Serum A,3,39,34.53,paid,fulfilled,117,34.53,0,6.76,89.23,USD,nfldvdto173@yahoo.com,Customer 2173,QC,Canada,82.47,89.23,FALSE,,
#7986,12/1/24 21:43,,Hoodie 01,1,55,0,paid,fulfilled,55,0,9.99,4.97,69.96,USD,hfxibl173@brand.com,Customer 2173,FL,United States,55,69.96,FALSE,,
#7225,7/21/25 1:07,,Premium Tee 02,2,28,0,paid,fulfilled,119,0,4.99,10.85,134.84,USD,ndehsxzjfr173@gmail.com,Customer 2173,TX,United States,119,134.84,FALSE,,
#5836,2/22/25 10:59,,Leggings 01,1,49,0,paid,fulfilled,129,0,0,8.14,137.14,USD,whkmxtqzwv937@hotmail.com,Customer 937,IL,United States,129,137.14,FALSE,,
#8708,4/29/25 3:39,,Clarifying Toner X,1,25,0,paid,fulfilled,25,0,0,1.8,26.8,USD,fguyvmzwy173@gmail.com,Customer 2173,NY,United States,25,26.8,FALSE,,
#11624,4/20/25 2:49,,Cap 01,1,19,2.41,paid,fulfilled,19,2.41,0,1.45,18.04,USD,paembkxb471@hotmail.com,Customer 1471,FL,United States,16.59,18.04,FALSE,,
#12016,9/16/24 5:21,,Clarifying Toner X,1,25,0,paid,fulfilled,25,0,0,2.05,27.05,USD,cntsuzitmm471@gmail.com,Customer 1471,IL,United States,25,27.05,FALSE,,
#5198,8/15/25 4:12,,Glow Oil L,1,35,3.57,paid,fulfilled,105,14.23,0,8.22,98.99,USD,hikahl173@brand.com,Customer 2173,NY,United States,90.77,98.99,TRUE,,
#9461,12/24/24 21:27,,Cap 01,2,19,0.75,paid,fulfilled,38,0.75,4.99,3.21,45.45,USD,pfketxuxp937@brand.com,Customer 937,FL,United States,37.25,45.45,FALSE,,
#5643,11/17/24 17:35,,Hydra Cream B,1,49,0,paid,fulfilled,98,0,6.99,9.24,114.23,USD,ytjjzhjmul937@hotmail.com,Customer 937,FL,United States,98,114.23,FALSE,,
#6210,1/17/25 12:02,,Cap 01,2,19,0,paid,fulfilled,143,0,9.99,10.48,163.47,USD,gbswwdzd173@brand.com,Customer 2173,TX,United States,143,163.47,FALSE,,
#4992,7/16/25 14:09,,Radiance Serum A,1,39,0,paid,partial,345,0,6.99,23.29,375.28,USD,gmkfberf173@gmail.com,Customer 2173,NY,United States,345,375.28,FALSE,,
#7982,4/17/25 10:10,,Cap 01,1,19,2.71,paid,fulfilled,63,10.04,4.99,4.87,62.82,USD,kklszpbm173@yahoo.com,Customer 2173,IL,United States,52.96,62.82,FALSE,,
#10334,9/15/24 20:19,,Cap 01,1,19,0.15,paid,fulfilled,19,0.15,0,1.73,20.58,USD,wtxahngp173@hotmail.com,Customer 2173,ON,Canada,18.85,20.58,FALSE,,
#5512,2/5/25 17:04,,Radiance Serum A,1,39,0,paid,fulfilled,135,0,0,8.76,143.76,USD,dpjxrhvxgw937@hotmail.com,Customer 937,IL,United States,135,143.76,FALSE,,
#10030,3/22/25 23:32,,Leggings 01,3,49,0,paid,fulfilled,196,0,0,17.22,213.22,USD,cttblyrme173@yahoo.com,Customer 2173,BC,Canada,196,213.22,FALSE,,
#11118,6/15/25 9:03,6/21/25 9:03,Hoodie 01,1,55,0,refunded,fulfilled,94,0,0,8.06,0,USD,udaajfxiep173@brand.com,Customer 2173,ENG,United Kingdom,94,0,FALSE,,
#9876,5/4/25 7:41,,Starter Kit C,3,79,0,paid,fulfilled,256,0,0,20.62,276.62,USD,vtgxeuvb173@brand.com,Customer 2173,NY,United States,256,276.62,FALSE,,
#6077,6/8/25 11:13,,Premium Tee 02,1,28,0,paid,fulfilled,28,0,0,2.33,30.33,USD,aamsruj173@yahoo.com,Customer 2173,CA,United States,28,30.33,FALSE,,
#9935,6/14/25 22:14,,Leggings 01,1,49,0,paid,partial,49,0,0,5.66,54.66,USD,iwyevdli173@brand.com,Customer 2173,ENG,United Kingdom,49,54.66,FALSE,,
#6885,4/23/25 10:03,,Socks 3-Pack,1,14,0,paid,fulfilled,52,0,0,4.94,56.94,USD,avvrexvgt173@gmail.com,Customer 2173,CA,United States,52,56.94,FALSE,,
#5452,4/30/25 22:53,,Socks 3-Pack,1,14,4.56,paid,fulfilled,141,45.58,4.99,6.98,107.39,USD,ypojuihss173@brand.com,Customer 2173,NY,United States,95.42,107.39,FALSE,,
#7777,7/18/25 12:24,,Radiance Serum A,1,39,0,paid,partial,39,0,4.99,7,50.99,USD,tdubwj671@hotmail.com,Customer 5671,NSW,Australia,39,50.99,FALSE,,
#9357,2/28/25 5:28,,Clarifying Toner X,1,25,3.28,paid,fulfilled,104,14.36,0,7.69,97.33,USD,winyhew173@gmail.com,Customer 2173,NY,United States,89.64,97.33,FALSE,,
#8981,6/18/25 8:25,,Hydra Cream B,1,49,0,paid,partial,49,0,4.99,3.63,57.62,USD,kupafeakr671@hotmail.com,Customer 5671,TX,United States,49,57.62,FALSE,,
#3445,10/25/24 2:31,,Leggings 01,1,49,0,paid,fulfilled,159,0,6.99,14.03,180.02,USD,bbywxdecs937@brand.com,Customer 937,BC,Canada,159,180.02,FALSE,,
#4105,5/4/25 19:53,,Starter Kit C,4,79,0,paid,fulfilled,413,0,4.99,29.94,447.93,USD,cynkkofxne173@hotmail.com,Customer 2173,WA,United States,413,447.93,FALSE,,
#8008,5/27/25 21:36,,Classic Tee 01,2,22,0,paid,partial,149,0,0,27.9,176.9,USD,nmxjvsknl173@yahoo.com,Customer 2173,VIC,Australia,149,176.9,FALSE,,
#8528,8/17/25 16:26,,Premium Tee 02,1,28,0,paid,fulfilled,73,0,9.99,5.61,88.6,USD,pvydyhugi173@gmail.com,Customer 2173,IL,United States,73,88.6,TRUE,,
#3519,2/10/25 1:23,,Premium Tee 02,2,28,0,paid,fulfilled,214,0,0,28.34,242.34,USD,omrxhva173@hotmail.com,Customer 2173,NSW,Australia,214,242.34,FALSE,,
#12628,10/3/24 14:59,,Clarifying Toner X,1,25,0,paid,fulfilled,75,0,0,6.82,81.82,USD,xzpcec173@yahoo.com,Customer 2173,WA,United States,75,81.82,FALSE,,
#8191,7/21/25 9:59,,Clarifying Toner X,1,25,0,paid,fulfilled,25,0,0,1.59,26.59,USD,qjtvoqmeu173@brand.com,Customer 2173,CA,United States,25,26.59,FALSE,,
#6235,9/24/24 5:09,,Cap 01,1,19,0,paid,fulfilled,264,0,0,52.55,316.55,USD,ilkqgbv173@yahoo.com,Customer 2173,NSW,Australia,264,316.55,FALSE,,
#2861,9/4/24 19:25,,Premium Tee 02,2,28,0,partially_refunded,fulfilled,258,0,6.99,26.66,159.3,USD,uoptrcvwov173@yahoo.com,Customer 2173,VIC,Australia,258,159.3,FALSE,,
#7927,3/25/25 7:24,,Light Jacket 01,2,79,68.1,paid,fulfilled,158,68.1,6.99,7.69,104.58,USD,eosgzbucrw173@brand.com,Customer 2173,TX,United States,89.9,104.58,FALSE,,
#11504,2/3/25 15:14,,Glow Oil L,1,35,12.71,paid,fulfilled,64,22.48,0,3.94,45.46,USD,nropklccok173@brand.com,Customer 2173,FL,United States,41.52,45.46,FALSE,,
#10450,10/23/24 6:31,,Revive Mask M,1,29,0,paid,fulfilled,29,0,4.99,2.64,36.63,USD,xybutumqra820@gmail.com,Customer 1820,BC,Canada,29,36.63,FALSE,,
#11890,11/26/24 8:32,,Hoodie 01,1,55,0,paid,fulfilled,55,0,0,3.31,58.31,USD,hhirvkki173@brand.com,Customer 2173,BC,Canada,55,58.31,FALSE,,
#3942,11/20/24 5:41,,Hoodie 01,1,55,0,paid,fulfilled,163,0,0,17.07,180.07,USD,jeooom173@yahoo.com,Customer 2173,NSW,Australia,163,180.07,FALSE,,
#8937,11/29/24 13:29,,Hydra Cream B,1,49,0,paid,fulfilled,84,0,4.99,6.99,95.98,USD,oklrcjcwm173@yahoo.com,Customer 2173,FL,United States,84,95.98,FALSE,,
#10680,10/24/24 4:32,,Classic Tee 01,1,22,0,paid,fulfilled,22,0,9.99,2.22,34.21,USD,pblegmqzir173@yahoo.com,Customer 2173,FL,United States,22,34.21,FALSE,,
#4033,9/26/24 11:10,,Repair Eye Gel G,2,45,17.24,paid,partial,205,38.04,0,14.69,181.65,USD,fewmhrq937@gmail.com,Customer 937,NY,United States,166.96,181.65,FALSE,,
#4411,2/28/25 11:53,,Shorts 01,6,35,0,paid,fulfilled,210,0,0,18.8,228.8,USD,aoszvjlqsz173@hotmail.com,Customer 2173,WA,United States,210,228.8,FALSE,,
#4216,12/2/24 15:56,,Premium Tee 02,1,28,0,paid,fulfilled,77,0,9.99,5.65,92.64,USD,znrihwl173@brand.com,Customer 2173,IL,United States,77,92.64,FALSE,,
#2804,1/4/25 18:09,,Shorts 01,1,35,0,paid,fulfilled,90,0,9.99,11.4,111.39,USD,mpuwzhzmsg173@hotmail.com,Customer 2173,NSW,Australia,90,111.39,FALSE,,
#10991,1/18/25 8:49,,Leggings 01,2,49,0,paid,fulfilled,440,0,9.99,64.69,514.68,USD,ridrqodr937@gmail.com,Customer 937,VIC,Australia,440,514.68,FALSE,,
#7175,12/6/24 4:47,,Foam Cleanser F,1,21,2.72,paid,fulfilled,65,8.29,9.99,5.2,71.9,USD,kvfspefzeq55@brand.com,Customer 1055,CA,United States,56.71,71.9,FALSE,,
#6719,4/25/25 17:14,,Glow Oil L,1,35,6.17,paid,fulfilled,56,10.73,4.99,4.05,54.31,USD,hokkjihxwe173@yahoo.com,Customer 2173,ON,Canada,45.27,54.31,FALSE,,
#7254,10/8/24 9:22,,Shorts 01,1,35,0,paid,fulfilled,35,0,0,2.44,37.44,USD,oetmtdp173@hotmail.com,Customer 2173,TX,United States,35,37.44,FALSE,,
#9965,8/10/25 11:48,,Foam Cleanser F,1,21,0,paid,fulfilled,21,0,0,1.76,22.76,USD,ggiduhqp671@brand.com,Customer 5671,FL,United States,21,22.76,TRUE,,
#5125,9/1/24 2:21,,Foam Cleanser F,1,21,0,paid,partial,21,0,0,1.85,22.85,USD,hjyylsa820@hotmail.com,Customer 1820,NY,United States,21,22.85,FALSE,,
#6666,7/30/25 17:11,,Premium Tee 02,2,28,8.5,paid,fulfilled,56,8.5,6.99,4.65,59.14,USD,ysgbikel173@gmail.com,Customer 2173,WA,United States,47.5,59.14,FALSE,,
#11475,1/9/25 1:57,,Starter Kit C,1,79,2.09,paid,fulfilled,128,3.52,0,10.3,134.78,USD,hjuadvvlf173@yahoo.com,Customer 2173,QC,Canada,124.48,134.78,FALSE,,
#6022,4/13/25 2:36,,Leggings 01,1,49,0,paid,fulfilled,49,0,0,3.98,52.98,USD,wbwlskuphx173@brand.com,Customer 2173,CA,United States,49,52.98,FALSE,,
#6853,9/11/24 3:55,,Leggings 01,2,49,13.41,paid,fulfilled,98,13.41,4.99,10.31,99.89,USD,zvsmgyqyw937@yahoo.com,Customer 937,ENG,United Kingdom,84.59,99.89,FALSE,,
#6795,10/13/24 4:26,,Clarifying Toner X,1,25,0,paid,fulfilled,240,0,0,23.74,263.74,USD,yckxzbwccb471@hotmail.com,Customer 1471,ENG,United Kingdom,240,263.74,FALSE,,
#5902,12/29/24 23:07,,Premium Tee 02,1,28,0,paid,fulfilled,28,0,0,2.14,30.14,USD,nmxqixbzcg173@hotmail.com,Customer 2173,NY,United States,28,30.14,FALSE,,
#10432,11/26/24 2:14,,Leggings 01,4,49,0,paid,partial,231,0,4.99,16.24,252.23,USD,yvbstqb173@hotmail.com,Customer 2173,QC,Canada,231,252.23,FALSE,,
#2874,6/17/25 12:58,,Leggings 01,1,49,0,paid,fulfilled,115,0,6.99,9.57,131.56,USD,wbmmka173@yahoo.com,Customer 2173,CA,United States,115,131.56,FALSE,,
#7035,2/9/25 23:35,,Starter Kit C,2,79,0,paid,fulfilled,237,0,6.99,15.76,259.75,USD,brkiqtzpv173@yahoo.com,Customer 2173,TX,United States,237,259.75,FALSE,,
#3508,1/15/25 11:50,,Foam Cleanser F,2,21,2.22,paid,fulfilled,42,2.22,0,2.58,42.36,USD,honihr173@gmail.com,Customer 2173,QC,Canada,39.78,42.36,FALSE,,
#12492,5/13/25 9:34,,Repair Eye Gel G,1,45,0,paid,fulfilled,45,0,6.99,5.17,57.16,USD,nqpvbofru173@brand.com,Customer 2173,VIC,Australia,45,57.16,FALSE,,
#4292,4/16/25 16:41,,Starter Kit C,1,79,0,paid,fulfilled,79,0,4.99,5.29,89.28,USD,mqrxns173@gmail.com,Customer 2173,FL,United States,79,89.28,FALSE,,
#8233,9/10/24 21:56,10/7/24 21:56,Hoodie 01,4,55,23.08,refunded,unfulfilled,220,23.08,4.99,15.91,0,USD,gjixvkbn173@brand.com,Customer 2173,TX,United States,196.92,0,FALSE,,
#9693,5/24/25 6:24,,Cap 01,1,19,0,paid,partial,19,0,6.99,4.94,30.93,USD,mpttnl173@brand.com,Customer 2173,NSW,Australia,19,30.93,FALSE,,
#4736,5/25/25 4:59,,Leggings 01,2,49,9.21,paid,fulfilled,98,9.21,0,6.49,95.28,USD,cxlmmsif173@gmail.com,Customer 2173,FL,United States,88.79,95.28,FALSE,,
#7866,5/22/25 20:59,,Leggings 01,1,49,0,paid,fulfilled,128,0,4.99,12.62,145.61,USD,mytlauekli173@yahoo.com,Customer 2173,ON,Canada,128,145.61,FALSE,,
#12378,1/16/25 12:43,,Foam Cleanser F,1,21,6.37,paid,fulfilled,226,68.09,4.99,14.58,177.48,USD,jfgdhwnuy937@brand.com,Customer 937,NY,United States,157.91,177.48,FALSE,,
#10239,2/8/25 16:08,,Repair Eye Gel G,1,45,0,paid,fulfilled,100,0,6.99,6.97,113.96,USD,kelbmiqk937@yahoo.com,Customer 937,CA,United States,100,113.96,FALSE,,
#9763,8/19/25 10:53,,Glow Oil L,1,35,0,paid,fulfilled,301,0,6.99,34.53,342.52,USD,rxphyjjph173@brand.com,Customer 2173,VIC,Australia,301,342.52,TRUE,,
#11098,11/17/24 6:12,,Socks 3-Pack,1,14,1.21,paid,fulfilled,14,1.21,4.99,1.17,18.95,USD,qgeiya937@hotmail.com,Customer 937,WA,United States,12.79,18.95,FALSE,,
#3238,12/6/24 11:53,,Light Jacket 01,1,79,0,paid,fulfilled,258,0,6.99,23.22,288.21,USD,mdhgwmt820@gmail.com,Customer 1820,FL,United States,258,288.21,FALSE,,
#2830,2/9/25 2:33,,Revive Mask M,1,29,9.22,paid,partial,205,55.92,0,10.96,160.04,USD,silmavdcvz820@gmail.com,Customer 1820,WA,United States,149.08,160.04,FALSE,,
#7235,8/7/25 0:43,,Shorts 01,1,35,0,paid,fulfilled,90,0,0,7.91,97.91,USD,etcxsxkys173@gmail.com,Customer 2173,BC,Canada,90,97.91,TRUE,,
#7681,10/4/24 2:58,,Classic Tee 01,2,22,0,paid,fulfilled,72,0,0,6.84,78.84,USD,tgmhwci937@brand.com,Customer 937,QC,Canada,72,78.84,FALSE,,
#2768,7/30/25 10:41,,Hydra Cream B,3,49,51.66,paid,fulfilled,147,51.66,4.99,8.86,109.19,USD,unoffnen173@brand.com,Customer 2173,NY,United States,95.34,109.19,FALSE,,
#6312,4/8/25 6:20,,Revive Mask M,2,29,0,paid,fulfilled,58,0,4.99,4.6,67.59,USD,ufpxcbjhke173@brand.com,Customer 2173,FL,United States,58,67.59,FALSE,,
#7649,5/6/25 18:37,,Radiance Serum A,2,39,0,paid,fulfilled,152,0,4.99,9.91,166.9,USD,bneefjpf173@brand.com,Customer 2173,FL,United States,152,166.9,FALSE,,
#4110,3/22/25 17:34,,Premium Tee 02,1,28,0,paid,fulfilled,78,0,0,7.24,85.24,USD,gvhzucoxn173@gmail.com,Customer 2173,TX,United States,78,85.24,FALSE,,
#10046,9/4/24 21:49,,Cap 01,1,19,0,paid,fulfilled,68,0,9.99,6.06,84.05,USD,tebbpytgz173@hotmail.com,Customer 2173,QC,Canada,68,84.05,FALSE,,
#2756,10/10/24 22:21,,Cap 01,1,19,0,paid,fulfilled,76,0,0,7.22,83.22,USD,gdygqd173@hotmail.com,Customer 2173,WA,United States,76,83.22,FALSE,,
#3375,9/24/24 23:31,,Shorts 01,3,35,0,paid,fulfilled,259,0,6.99,16.45,282.44,USD,pfkedq173@hotmail.com,Customer 2173,QC,Canada,259,282.44,FALSE,,
#9648,9/19/24 12:26,,Glow Oil L,1,35,6.07,paid,fulfilled,35,6.07,0,2.38,31.31,USD,xxkzryh173@yahoo.com,Customer 2173,ENG,United Kingdom,28.93,31.31,FALSE,,
#12474,4/22/25 12:10,,Cap 01,1,19,0,paid,fulfilled,19,0,9.99,2.64,31.63,USD,dhbnbrx937@yahoo.com,Customer 937,ENG,United Kingdom,19,31.63,FALSE,,
#6292,2/16/25 14:15,,Premium Tee 02,1,28,0,paid,fulfilled,83,0,4.99,6.05,94.04,USD,jimxaiix173@yahoo.com,Customer 2173,NY,United States,83,94.04,FALSE,,
#2855,5/14/25 18:30,,Foam Cleanser F,1,21,0.57,paid,partial,259,6.69,0,19.24,271.55,USD,uncmog173@brand.com,Customer 2173,TX,United States,252.31,271.55,FALSE,,
#8672,5/17/25 23:07,,Shorts 01,1,35,7.81,refunded,fulfilled,35,7.81,0,3.72,0,USD,qgiayn173@brand.com,Customer 2173,ENG,United Kingdom,27.19,0,FALSE,,
#8941,10/29/24 1:21,,Hoodie 01,1,55,3.54,paid,fulfilled,90,5.61,4.99,15.7,105.08,USD,xgfwsbdao173@yahoo.com,Customer 2173,NSW,Australia,84.39,105.08,FALSE,,
#5907,6/19/25 6:36,,Hydra Cream B,2,49,0,paid,fulfilled,120,0,0,9.09,129.09,USD,daelka173@gmail.com,Customer 2173,BC,Canada,120,129.09,FALSE,,
#11484,4/25/25 10:53,,Revive Mask M,1,29,0,paid,fulfilled,462,0,4.99,79.94,546.93,USD,ennzilphpo173@brand.com,Customer 2173,NSW,Australia,462,546.93,FALSE,,
#7963,12/10/24 14:35,,Socks 3-Pack,1,14,0,paid,fulfilled,59,0,0,4.43,63.43,USD,shygun173@hotmail.com,Customer 2173,QC,Canada,59,63.43,FALSE,,
#3379,8/1/25 5:56,8/14/25 5:56,Glow Oil L,3,35,0,refunded,fulfilled,152,0,0,12.23,0,USD,oqbpvf820@brand.com,Customer 1820,NY,United States,152,0,FALSE,,
#11403,8/18/25 20:52,,Glow Oil L,1,35,5.69,paid,partial,114,16.75,6.99,8.52,112.76,USD,zczglub173@gmail.com,Customer 2173,ON,Canada,97.25,112.76,TRUE,,
#8814,12/24/24 9:00,,Classic Tee 01,1,22,0,paid,partial,139,0,4.99,10.56,154.55,USD,kgsrvksyjn173@yahoo.com,Customer 2173,WA,United States,139,154.55,FALSE,,
#6814,9/15/24 18:14,,Light Jacket 01,2,79,0,paid,fulfilled,327,0,4.99,65.09,397.08,USD,jzyqmbewd471@brand.com,Customer 1471,VIC,Australia,327,397.08,FALSE,,
#10050,1/6/25 18:37,,Clarifying Toner X,1,25,0,paid,fulfilled,25,0,0,3.06,28.06,USD,yfrxnmwiqj173@yahoo.com,Customer 2173,VIC,Australia,25,28.06,FALSE,,
#3815,4/22/25 3:59,,Foam Cleanser F,4,21,10.17,paid,fulfilled,231,26.37,9.99,15.61,230.23,USD,aucroi173@gmail.com,Customer 2173,FL,United States,204.63,230.23,FALSE,,
#9856,1/28/25 19:22,,Shorts 01,2,35,2.08,paid,fulfilled,184,6.55,4.99,15.26,197.7,USD,hkzbgig937@gmail.com,Customer 937,WA,United States,177.45,197.7,FALSE,,
#9304,4/18/25 14:22,,Repair Eye Gel G,1,45,0,paid,unfulfilled,45,0,6.99,6.96,58.95,USD,uscsybsvss471@brand.com,Customer 1471,NSW,Australia,45,58.95,FALSE,,
#6808,12/8/24 6:37,,Starter Kit C,1,79,3.36,paid,partial,79,3.36,4.99,6.9,87.53,USD,bumwzoz471@yahoo.com,Customer 1471,CA,United States,75.64,87.53,FALSE,,
#10826,4/4/25 23:30,,Premium Tee 02,1,28,0,paid,fulfilled,28,0,9.99,3.09,41.08,USD,pukprqywd820@brand.com,Customer 1820,ON,Canada,28,41.08,FALSE,,
#10805,6/2/25 13:06,,Socks 3-Pack,1,14,0.86,paid,fulfilled,64,4.35,4.99,8.34,72.98,USD,vhakweviwl821@gmail.com,Customer 4821,ENG,United Kingdom,59.65,72.98,FALSE,,
#4579,8/5/25 10:53,,Socks 3-Pack,1,14,0,paid,fulfilled,122,0,4.99,24.34,151.33,USD,soxvojvdv173@yahoo.com,Customer 2173,NSW,Australia,122,151.33,FALSE,,
#7892,6/1/25 5:44,,Repair Eye Gel G,3,45,0,partially_refunded,fulfilled,135,0,6.99,8.68,93.88,USD,fcfdfea173@gmail.com,Customer 2173,CA,United States,135,93.88,FALSE,,
#3472,2/24/25 16:13,,Shorts 01,1,35,0,paid,fulfilled,70,0,0,5.09,75.09,USD,dnczdapw173@hotmail.com,Customer 2173,BC,Canada,70,75.09,FALSE,,
#3301,5/11/25 23:37,,Starter Kit C,1,79,0,paid,fulfilled,142,0,0,10.29,152.29,USD,zkbatywplp173@hotmail.com,Customer 2173,QC,Canada,142,152.29,FALSE,,
#7754,9/16/24 15:31,,Classic Tee 01,1,22,0,paid,fulfilled,140,0,0,9.49,149.49,USD,lsgpmreqwa173@yahoo.com,Customer 2173,IL,United States,140,149.49,FALSE,,
#12048,8/10/25 7:34,,Clarifying Toner X,1,25,0,paid,partial,118,0,6.99,8.12,133.11,USD,icuiuh937@gmail.com,Customer 937,BC,Canada,118,133.11,TRUE,,
#6561,10/13/24 9:09,,Shorts 01,2,35,8.96,paid,unfulfilled,109,12.97,0,6.23,102.26,USD,jxjhoef340@hotmail.com,Customer 3340,WA,United States,96.03,102.26,FALSE,,
#7503,6/30/25 0:00,,Cap 01,1,19,0,paid,fulfilled,145,0,4.99,11.58,161.57,USD,uacoxjdga173@hotmail.com,Customer 2173,QC,Canada,145,161.57,FALSE,,
#3241,4/21/25 10:25,,Light Jacket 01,1,79,0,paid,fulfilled,79,0,4.99,16.34,100.33,USD,syvyysez937@brand.com,Customer 937,NSW,Australia,79,100.33,FALSE,,
#3096,3/11/25 6:43,,Revive Mask M,3,29,0,paid,partial,116,0,0,8.39,124.39,USD,wfrzvkj173@hotmail.com,Customer 2173,ON,Canada,116,124.39,FALSE,,
#9325,8/1/25 19:14,,Cap 01,1,19,6.33,paid,fulfilled,19,6.33,0,0.93,13.6,USD,mzkzrhnmbd820@yahoo.com,Customer 1820,QC,Canada,12.67,13.6,FALSE,,
#6550,9/7/24 1:04,,Hydra Cream B,1,49,5.46,paid,fulfilled,277,25.67,0,16.7,268.03,USD,ieqqfet471@yahoo.com,Customer 1471,IL,United States,251.33,268.03,FALSE,,
#3847,2/1/25 5:20,,Clarifying Toner X,1,25,0,partially_refunded,unfulfilled,25,0,0,1.75,14.26,USD,nvquunvgdv937@yahoo.com,Customer 937,FL,United States,25,14.26,FALSE,,
#8181,6/5/25 14:38,,Radiance Serum A,2,39,0,paid,fulfilled,304,0,0,28.72,332.72,USD,fvzizcjej173@yahoo.com,Customer 2173,BC,Canada,304,332.72,FALSE,,
#11622,2/23/25 18:32,,Light Jacket 01,1,79,0,paid,fulfilled,79,0,0,5.43,84.43,USD,envbpsc671@yahoo.com,Customer 5671,FL,United States,79,84.43,FALSE,,
#12151,7/16/25 23:45,,Starter Kit C,2,79,23.68,paid,fulfilled,158,23.68,0,8.83,143.15,USD,ugjqkyhg937@yahoo.com,Customer 937,ON,Canada,134.32,143.15,FALSE,,
#2700,9/10/24 0:56,,Hoodie 01,2,55,24.98,paid,fulfilled,168,38.49,6.99,11.5,148,USD,zzqwxn173@hotmail.com,Customer 2173,ON,Canada,129.51,148,FALSE,,
#5065,8/14/25 16:56,,Leggings 01,1,49,7.41,partially_refunded,fulfilled,49,7.41,0,7.05,39.51,USD,lbeqevbhn340@hotmail.com,Customer 3340,VIC,Australia,41.59,39.51,TRUE,,
#9281,8/22/25 14:43,,Foam Cleanser F,1,21,1.86,paid,unfulfilled,209,20.17,0,13.6,202.43,USD,hsydhx173@hotmail.com,Customer 2173,FL,United States,188.83,202.43,TRUE,,
#7017,7/2/25 14:18,,Classic Tee 01,1,22,3.07,paid,partial,140,20.22,0,11.48,131.26,USD,mjzhmht937@yahoo.com,Customer 937,VIC,Australia,119.78,131.26,FALSE,,
#10411,1/17/25 23:32,,Hydra Cream B,1,49,0,paid,fulfilled,168,0,0,15.69,183.69,USD,vmjowt937@hotmail.com,Customer 937,FL,United States,168,183.69,FALSE,,
#5304,1/4/25 5:45,,Leggings 01,1,49,0,paid,fulfilled,224,0,0,13.96,237.96,USD,sbzvfuzhj820@brand.com,Customer 1820,BC,Canada,224,237.96,FALSE,,
#4484,7/25/25 15:09,,Glow Oil L,5,35,0,paid,fulfilled,196,0,0,13.71,209.71,USD,kcjyknidwy173@hotmail.com,Customer 2173,NY,United States,196,209.71,FALSE,,
#5081,3/7/25 7:41,,Repair Eye Gel G,1,45,0,paid,fulfilled,45,0,9.99,10.35,65.34,USD,cywsmi173@brand.com,Customer 2173,VIC,Australia,45,65.34,FALSE,,
#8408,4/25/25 18:14,,Starter Kit C,1,79,0,paid,fulfilled,79,0,6.99,5.2,91.19,USD,psshmqebx173@brand.com,Customer 2173,FL,United States,79,91.19,FALSE,,
#11672,5/9/25 10:54,,Hoodie 01,2,55,0,paid,partial,211,0,4.99,35.71,251.7,USD,dohxczdwn173@brand.com,Customer 2173,ENG,United Kingdom,211,251.7,FALSE,,
#9309,5/16/25 5:37,,Shorts 01,1,35,0,paid,fulfilled,63,0,4.99,6.23,74.22,USD,bcmxnrofnn173@hotmail.com,Customer 2173,ON,Canada,63,74.22,FALSE,,
#11318,3/23/25 8:27,,Light Jacket 01,3,79,0,paid,fulfilled,293,0,0,19.43,312.43,USD,sumqpr173@hotmail.com,Customer 2173,ON,Canada,293,312.43,FALSE,,
#7240,5/7/25 13:23,,Repair Eye Gel G,2,45,0,paid,fulfilled,90,0,6.99,14.67,111.66,USD,expmms173@yahoo.com,Customer 2173,ENG,United Kingdom,90,111.66,FALSE,,
#6517,1/7/25 8:02,,Starter Kit C,1,79,0,paid,fulfilled,100,0,4.99,7.46,112.45,USD,azsfmd173@hotmail.com,Customer 2173,NY,United States,100,112.45,FALSE,,
#5201,9/27/24 8:52,,Radiance Serum A,1,39,5.48,paid,fulfilled,109,16.28,0,8.57,101.29,USD,zhcffh173@brand.com,Customer 2173,NY,United States,92.72,101.29,FALSE,,
#4562,4/2/25 22:00,,Classic Tee 01,2,22,3.75,paid,unfulfilled,72,5.95,6.99,13.95,86.99,USD,xjezucw173@brand.com,Customer 2173,VIC,Australia,66.05,86.99,FALSE,,
#10521,8/5/25 10:21,,Starter Kit C,2,79,0,paid,fulfilled,158,0,0,12.79,170.79,USD,qvawbord937@gmail.com,Customer 937,CA,United States,158,170.79,FALSE,,
#7528,3/21/25 16:58,,Clarifying Toner X,1,25,0,paid,partial,67,0,4.99,5.36,77.35,USD,ffbocryy173@gmail.com,Customer 2173,TX,United States,67,77.35,FALSE,,
#6053,6/29/25 19:04,,Clarifying Toner X,1,25,0,paid,fulfilled,25,0,4.99,1.92,31.91,USD,nghhghntq173@yahoo.com,Customer 2173,CA,United States,25,31.91,FALSE,,
#5087,9/6/24 13:02,,Revive Mask M,1,29,0,paid,fulfilled,29,0,9.99,3.44,42.43,USD,icvgxqe173@brand.com,Customer 2173,QC,Canada,29,42.43,FALSE,,
